name,abv,year,size (cL),country,wine_type,price,num_review,rating,url
5OS Project McLaren Vale Barbera 2018,14.0,2018,75.0,Australia,Red,16.99,115,4.3,https://www.virginwines.co.uk/wine/Z36781102291/5OS-Project-McLaren-Vale-Barbera
Araldica Moscato d'Asti 2020,5.0,2020,75.0,Italy,Sparkling,9.99,281,4.2,https://www.virginwines.co.uk/wine/Z35836100029/Araldica-Moscato-dAsti
Bastions V Bush Vine Chenin Blanc 2021,12.5,2021,75.0,South Africa,White,10.99,1325,4.0,https://www.virginwines.co.uk/wine/Z37422100009/Bastions-V-Bush-Vine-Chenin-Blanc
Ca' Vegar Custoza DOC 2020,12.5,2020,75.0,Italy,White,12.99,1042,4.0,https://www.virginwines.co.uk/wine/Z37103102449/Ca-Vegar-Custoza-DOC
Blackfoot Daisy Merlot 2020,14.0,2020,75.0,Australia,Red,10.99,2338,4.1,https://www.virginwines.co.uk/wine/Z36661102291/Blackfoot-Daisy-Merlot
Le Sanglier Sauvage 2018,13.5,2018,75.0,France,Red,12.99,701,4.1,https://www.virginwines.co.uk/wine/Z36247101061/Le-Sanglier-Sauvage
La Dama Amarone della Valpolicella Classico 2017,16.5,2017,75.0,Italy,Red,33.99,71,4.3,https://www.virginwines.co.uk/wine/Z37115102459/La-Dama-Amarone-della-Valpolicella-Classico
Finca Manzanos Voche Reserva 2015,13.0,2015,75.0,Spain,White,18.99,107,3.9,https://www.virginwines.co.uk/wine/Z37358101434/Finca-Manzanos-Voche-Reserva
Hummingbird Sauvignon Blanc 2021,12.0,2021,75.0,Australia,White,10.99,1940,4.2,https://www.virginwines.co.uk/wine/Z36972102291/Hummingbird-Sauvignon-Blanc
Solpiantez Spumante Brut Millesimato 2020,11.5,2020,75.0,Italy,Sparkling,10.99,1987,4.3,https://www.virginwines.co.uk/wine/Z37110102461/Solpiantez-Spumante-Brut-Millesimato
Silenus Reserve Coonawarra Cabernet Sauvignon 2017,14.0,2017,75.0,Australia,Red,10.99,1840,4.2,https://www.virginwines.co.uk/wine/Z36967102291/Silenus-Reserve-Coonawarra-Cabernet-Sauvignon-Z36967102291
Pizo Reserva 2017,13.5,2017,75.0,Spain,Red,12.99,1196,4.1,https://www.virginwines.co.uk/wine/Z37468102647/Pizo-Reserva
Pouilly Fume Les Loges Pierre Marchand 2020,14.0,2020,75.0,France,White,16.99,340,4.5,https://www.virginwines.co.uk/wine/Z36765101434/Pouilly-Fume-Les-Loges-Pierre-Marchand
Schola Sarmenti Masserei Rose Nardo DOC 2020,13.0,2020,75.0,Italy,Rosé,11.99,54,4.0,https://www.virginwines.co.uk/wine/Z37498102454/Schola-Sarmenti-Masserei-Rose-Nardo-DOC
Mezzo SV Shiraz Mataro 2015,14.5,2015,75.0,Australia,Red,11.99,53,3.8,https://www.virginwines.co.uk/wine/Z37379101414/Mezzo-SV-Shiraz-Mataro
Domaine Chante Cigale Chateauneuf-du-Pape Blanc 2020,14.0,2020,75.0,France,White,24.99,104,4.4,https://www.virginwines.co.uk/wine/Z35190100020/Domaine-Chante-Cigale-Chateauneuf-du-Pape-Blanc
Vat 71 Reserve Shiraz 2020,14.0,2020,75.0,Australia,Red,12.99,3137,4.5,https://www.virginwines.co.uk/wine/Z36794102291/Vat-71-Reserve-Shiraz
Conte di Campiano Sangiovese Rubicone IGT 2019,13.5,2019,75.0,Italy,Red,11.99,1242,4.2,https://www.virginwines.co.uk/wine/Z37142102461/Conte-di-Campiano-Sangiovese-Rubicone-IGT
Bodegas Hidalgo La Gitana Manzanilla NV,15.0,NV,75.0,Spain,Sherry,11.49,64,4.0,https://www.virginwines.co.uk/wine/Z37030100003/Bodegas-Hidalgo-La-Gitana-Manzanilla
Domaine Michel Girard Sancerre Silex 2020,13.5,2020,75.0,France,White,21.99,136,4.4,https://www.virginwines.co.uk/wine/Z35807100020/Domaine-Michel-Girard-Sancerre-Silex
The Black Pig Cabernet Sauvignon 2019,14.0,2019,75.0,Australia,Red,11.99,2076,4.5,https://www.virginwines.co.uk/wine/Z36828102291/The-Black-Pig-Cabernet-Sauvignon
Solpiantez Spumante Brut Rose Millesimato 2020,11.5,2020,75.0,Italy,Sparkling,10.99,484,4.2,https://www.virginwines.co.uk/wine/Z37111102461/Solpiantez-Spumante-Brut-Rose-Millesimato
Araldica d'Aria Pinot Grigio Rose 2020,12.5,2020,75.0,Italy,Rosé,9.99,1049,4.0,https://www.virginwines.co.uk/wine/Z33962100029/Araldica-dAria-Pinot-Grigio-Rose
16 Little Black Pigs Shiraz Cabernet 2020,14.0,2020,75.0,Australia,Red,10.99,2986,4.5,https://www.virginwines.co.uk/wine/Z36738102291/16-Little-Black-Pigs-Shiraz-Cabernet
Chateau La Reverance St Emilion Grand Cru 2019,14.0,2019,75.0,France,Red,27.99,21,4.0,https://www.virginwines.co.uk/wine/Z36029100783/Chateau-La-Reverance-St-Emilion-Grand-Cru
Domaine Michel Girard Sancerre 2020,13.5,2020,75.0,France,White,19.99,543,4.5,https://www.virginwines.co.uk/wine/Z33736100020/Domaine-Michel-Girard-Sancerre
Chateau Grand Tayac Margaux 2016,13.0,2016,75.0,France,Red,32.99,27,4.1,https://www.virginwines.co.uk/wine/Z36028100783/Chateau-Grand-Tayac-Margaux
Chateau Ka Bekaa Valley Source Blanche 2019,13.0,2019,75.0,Lebanon,White,13.99,106,4.1,https://www.virginwines.co.uk/wine/Z36522101434/Chateau-Ka-Bekaa-Valley-Source-Blanche
Lof Syrah 2018,13.0,2018,75.0,Chile,Red,17.99,12,3.8,https://www.virginwines.co.uk/wine/Z37311102597/Lof-Syrah
Chateauneuf-du-Pape Cuvee Speciale 2019,14.5,2019,75.0,France,Red,21.99,672,4.5,https://www.virginwines.co.uk/wine/Z35841100780/Chateauneuf-du-Pape-Cuvee-Speciale
Baron de Boutisse St Emilion Grand Cru 2016,14.0,2016,75.0,France,Red,19.99,58,4.3,https://www.virginwines.co.uk/wine/Z36024100783/Baron-de-Boutisse-St-Emilion-Grand-Cru
Cave de Turckheim Gewurztraminer Vendange Tardive 2018,13.0,2018,50.0,France,Dessert,24.99,24,4.5,https://www.virginwines.co.uk/wine/Z33799100020/Cave-de-Turckheim-Gewurztraminer-Vendange-Tardive
Baciato Primitivo 2020,13.0,2020,75.0,Italy,Red,10.99,994,4.1,https://www.virginwines.co.uk/wine/Z37171102461/Baciato-Primitivo
Cascina Adelaide Dolcetto di Diano d'Alba DOC Vigna Costa Fiore 2016,14.5,2016,75.0,Italy,Red,17.99,18,4.2,https://www.virginwines.co.uk/wine/Z37214101434/Cascina-Adelaide-Dolcetto-di-Diano-dAlba-DOC-Vigna-Costa-Fiore
Champagne Laurent Perrier Magnum NV,12.0,NV,150.0,France,Sparkling,87.99,17,4.8,https://www.virginwines.co.uk/wine/Z37373101639/Champagne-Laurent-Perrier-Magnum-Z37373101639
The Sail Shiraz 2020,14.0,2020,75.0,Australia,Red,10.99,2038,4.2,https://www.virginwines.co.uk/wine/Z36662102291/The-Sail-Shiraz
Yalumba Antique Muscat NV,17.5,NV,37.5,Australia,Dessert,16.99,185,4.5,https://www.virginwines.co.uk/wine/Z36279101999/Yalumba-Antique-Muscat
Taylors Chip Dry White Port NV,20.0,NV,75.0,Portugal,Fortified,16.99,47,4.1,https://www.virginwines.co.uk/wine/Z37249100003/Taylors-Chip-Dry-White-Port
Schola Sarmenti Nerio Reserve Nardo DOC 2017,14.0,2017,75.0,Italy,Red,14.99,306,4.6,https://www.virginwines.co.uk/wine/Z37105102454/Schola-Sarmenti-Nerio-Reserve-Nardo-DOC
Chateau Arnaud de Jacquemeau St Emilion Grand Cru 2018,15.0,2018,75.0,France,Red,21.99,50,4.4,https://www.virginwines.co.uk/wine/Z36025100783/Chateau-Arnaud-de-Jacquemeau-St-Emilion-Grand-Cru
Domaine de la Semellerie Chinon Rose 2020,12.5,2020,75.0,France,Rosé,11.99,66,4.0,https://www.virginwines.co.uk/wine/Z37297101935/Domaine-de-la-Semellerie-Chinon-Rose
La Dama Valpolicella Classico 2020,12.0,2020,75.0,Italy,Red,13.99,93,3.7,https://www.virginwines.co.uk/wine/Z37516102459/La-Dama-Valpolicella-Classico
Big Top White Zinfandel Rose 2020,10.0,2020,75.0,USA,Rosé,10.99,820,4.1,https://www.virginwines.co.uk/wine/Z35598100020/Big-Top-White-Zinfandel-Rose
Champagne Bollinger La Grande Annee 2014,12.0,2014,75.0,France,Sparkling,125.0,7,5.0,https://www.virginwines.co.uk/wine/Z36469100003/Champagne-Bollinger-La-Grande-Annee
Pizo Garnacha 2020,14.5,2020,75.0,Spain,Red,9.99,3447,4.1,https://www.virginwines.co.uk/wine/Z37467102647/Pizo-Garnacha
Musella Amarone Riserva 2015,16.0,2015,75.0,Italy,Red,49.99,140,4.6,https://www.virginwines.co.uk/wine/Z36564102128/Musella-Amarone-Riserva
Chateau Belair St Georges St Emilion 2015,13.0,2015,75.0,France,Red,16.99,139,4.3,https://www.virginwines.co.uk/wine/Z36023100783/Chateau-Belair-St-Georges-St-Emilion
La Dama Valpolicella Ripasso 2018,14.5,2018,75.0,Italy,Red,16.99,98,4.0,https://www.virginwines.co.uk/wine/Z37517102459/La-Dama-Valpolicella-Ripasso
Domaine Fichet Macon-Villages 2020,13.0,2020,75.0,France,White,16.99,119,4.3,https://www.virginwines.co.uk/wine/Z36944101434/Domaine-Fichet-Macon-Villages
Chateau de Puligny Montrachet Domaine de Montille 2019,13.0,2019,75.0,France,White,64.99,14,4.5,https://www.virginwines.co.uk/wine/Z37284101935/Chateau-de-Puligny-Montrachet-Domaine-de-Montille
Belmonte Marlborough Sauvignon Blanc 2020,13.0,2020,75.0,New Zealand,White,14.99,1643,4.0,https://www.virginwines.co.uk/wine/Z31954100586/Belmonte-Marlborough-Sauvignon-Blanc
Castelfeder Lagrein Klassische Linie DOC 2019,13.0,2019,75.0,Italy,Red,15.99,45,4.1,https://www.virginwines.co.uk/wine/Z32470100110/Castelfeder-Lagrein-Klassische-Linie-DOC
Bressia Profundo 2016,14.5,2016,75.0,Argentina,Red,25.99,100,4.5,https://www.virginwines.co.uk/wine/Z35488100009/Bressia-Profundo
Croft Quinta da Roeda Vintage Port 2004,20.5,2004,75.0,Portugal,Fortified,21.99,33,4.1,https://www.virginwines.co.uk/wine/Z34794100003/Croft-Quinta-da-Roeda-Vintage-Port
Atalaya do Mar Godello 2020,13.0,2020,75.0,Spain,White,14.99,299,4.0,https://www.virginwines.co.uk/wine/Z35939101119/Atalaya-do-Mar-Godello
Vina Cobos Bramare Valle de Uco Malbec 2018,14.5,2018,75.0,Argentina,Red,31.99,50,4.6,https://www.virginwines.co.uk/wine/Z36620101434/Vina-Cobos-Bramare-Valle-de-Uco-Malbec
The Sail Chardonnay 2020,13.0,2020,75.0,Australia,White,11.99,1429,4.0,https://www.virginwines.co.uk/wine/Z36797102291/The-Sail-Chardonnay-Z36797102291
Keith Tulloch Hunter Valley Semillon 2018,11.0,2018,75.0,Australia,White,15.99,20,4.2,https://www.virginwines.co.uk/wine/Z35809100020/Keith-Tulloch-Hunter-Valley-Semillon
Domaine Henri Pelle Menetou-Salon Morogues 2018,13.5,2018,75.0,France,White,19.99,47,4.4,https://www.virginwines.co.uk/wine/Z33738100020/Domaine-Henri-Pelle-Menetou-Salon-Morogues
Il Cascinone Rive Barbera 2017,15.0,2017,75.0,Italy,Red,15.99,197,4.5,https://www.virginwines.co.uk/wine/Z35808100020/Il-Cascinone-Rive-Barbera
Cloudy Bay Chardonnay 2019,13.5,2019,75.0,New Zealand,White,29.99,100,4.5,https://www.virginwines.co.uk/wine/Z35100101524/Cloudy-Bay-Chardonnay
Perles du Seuil Blanc NV,12.0,NV,75.0,France,Sparkling,16.99,36,4.1,https://www.virginwines.co.uk/wine/Z36911100783/Perles-du-Seuil-Blanc
Capcanes La Nit de les Garnatxes Sand 2017,14.5,2017,75.0,Spain,Red,16.99,28,4.3,https://www.virginwines.co.uk/wine/Z37340101434/Capcanes-La-Nit-de-les-Garnatxes-Sand
Fonseca Bin 27 Fine Reserve NV,20.0,NV,75.0,Portugal,Fortified,13.99,184,4.5,https://www.virginwines.co.uk/wine/Z34795100003/Fonseca-Bin-27-Fine-Reserve
Loom SV McLaren Vale Shiraz 2015,14.0,2015,75.0,Australia,Red,18.99,43,4.4,https://www.virginwines.co.uk/wine/Z36789102291/Loom-SV-McLaren-Vale-Shiraz
Bodegas Hidalgo La Gitana Palo Cortado Wellington VOS NV,17.5,NV,50.0,Spain,Sherry,28.99,7,4.7,https://www.virginwines.co.uk/wine/Z37048100003/Bodegas-Hidalgo-La-Gitana-Palo-Cortado-Wellington-VOS
Hummingbird Semillon 2021,12.0,2021,75.0,Australia,White,9.99,992,4.1,https://www.virginwines.co.uk/wine/Z36743102291/Hummingbird-Semillon
Domaine Andre Brunel Vin de Pays de Vaucluse 2020,14.0,2020,75.0,France,Red,11.99,2365,4.1,https://www.virginwines.co.uk/wine/Z34271101119/Domaine-Andre-Brunel-Vin-de-Pays-de-Vaucluse
Domaine Michel Girard Sancerre Rose 2020,13.5,2020,75.0,France,Rosé,19.99,300,4.4,https://www.virginwines.co.uk/wine/Z34651100020/Domaine-Michel-Girard-Sancerre-Rose
Champagne Laurent Perrier Grande Siecle NV,12.0,NV,75.0,France,Sparkling,165.0,8,4.9,https://www.virginwines.co.uk/wine/Z37372101639/Champagne-Laurent-Perrier-Grande-Siecle-Z37372101639
Fernando de Castilla Classic Fino NV,15.0,NV,75.0,Spain,Sherry,13.99,18,3.8,https://www.virginwines.co.uk/wine/Z33341100029/Fernando-de-Castilla-Classic-Fino
Tenuta Olim Bauda Moscato d'Asti Centive 2021,5.0,2021,75.0,Italy,Sparkling,10.99,101,4.0,https://www.virginwines.co.uk/wine/Z37069101434/Tenuta-Olim-Bauda-Moscato-dAsti-Centive
Paul Hobbs Russian River Chardonnay 2018,14.5,2018,75.0,USA,White,49.99,6,4.5,https://www.virginwines.co.uk/wine/Z37365101434/Paul-Hobbs-Russian-River-Chardonnay
Fernando de Castilla Classic Cream NV,17.5,NV,75.0,Spain,Sherry,15.99,52,4.6,https://www.virginwines.co.uk/wine/Z33342100029/Fernando-de-Castilla-Classic-Cream
Silenus Limited Release Coonawarra Cabernet Sauvignon 2019,14.0,2019,75.0,Australia,Red,19.99,3007,4.3,https://www.virginwines.co.uk/wine/Z36750102291/Silenus-Limited-Release-Coonawarra-Cabernet-Sauvignon
Cave de Turckheim Gewurztraminer Grand Cru Brand 2015,12.5,2015,75.0,France,White,22.99,106,4.3,https://www.virginwines.co.uk/wine/Z32393100020/Cave-de-Turckheim-Gewurztraminer-Grand-Cru-Brand
Clos du Gaimont Vouvray La Monaco Demi Sec 2020,14.0,2020,75.0,France,White,14.99,160,4.2,https://www.virginwines.co.uk/wine/Z33734100020/Clos-du-Gaimont-Vouvray-La-Monaco-Demi-Sec
Chateau du Seuil Cerons 2021,12.5,2021,50.0,France,Dessert,16.99,78,4.5,https://www.virginwines.co.uk/wine/Z34561100783/Chateau-du-Seuil-Cerons
Cave de Turckheim Pinot Blanc Reserve 2019,13.0,2019,75.0,France,White,12.99,186,4.2,https://www.virginwines.co.uk/wine/Z32879100020/Cave-de-Turckheim-Pinot-Blanc-Reserve
Luigi Bosca Finca Los Nobles Malbec Verdot 2020,14.5,2020,75.0,Argentina,Red,42.0,39,4.7,https://www.virginwines.co.uk/wine/Z36608102131/Luigi-Bosca-Finca-Los-Nobles-Malbec-Verdot
Finca Manzanos Rioja Gran Reserva Alta Expression 2013,13.5,2013,75.0,Spain,Red,19.99,163,4.4,https://www.virginwines.co.uk/wine/Z36166101434/Finca-Manzanos-Rioja-Gran-Reserva-Alta-Expression
Pazo Senorans Albarino 2020,13.5,2020,75.0,Spain,White,19.99,179,4.0,https://www.virginwines.co.uk/wine/Z37430101434/Pazo-Senorans-Albarino-Z37430101434
Fonseca 10 Year Old Tawny NV,20.0,NV,50.0,Portugal,Fortified,17.99,53,4.3,https://www.virginwines.co.uk/wine/Z36814100003/Fonseca-10-Year-Old-Tawny
Fernando de Castilla Antique Amontillado NV,19.0,NV,50.0,Spain,Sherry,33.99,16,4.5,https://www.virginwines.co.uk/wine/Z36321100029/Fernando-de-Castilla-Antique-Amontillado
Croft Pink NV,19.5,NV,50.0,Portugal,Fortified,11.99,163,4.2,https://www.virginwines.co.uk/wine/Z37309100003/Croft-Pink-Z37309100003
Fonseca Quinta do Panascal 2004,20.5,2004,75.0,Portugal,Fortified,25.99,47,4.3,https://www.virginwines.co.uk/wine/Z34802100003/Fonseca-Quinta-do-Panascal
Champagne Laurent Perrier Demi Sec NV,12.0,NV,75.0,France,Sparkling,42.99,11,5.0,https://www.virginwines.co.uk/wine/Z37552101639/Champagne-Laurent-Perrier-Demi-Sec
McGuigan Black Label Red 2020,13.0,2020,75.0,Australia,Red,7.99,1829,4.2,https://www.virginwines.co.uk/wine/Z33685100956/McGuigan-Black-Label-Red
Champagne Veuve Clicquot Yellow Label Brut NV,12.0,NV,75.0,France,Sparkling,49.99,150,4.8,https://www.virginwines.co.uk/wine/Z35096101524/Champagne-Veuve-Clicquot-Yellow-Label-Brut
Finca Manzanos Rioja Reserva Especial 2016,14.0,2016,75.0,Spain,Red,16.99,194,4.2,https://www.virginwines.co.uk/wine/Z36165101434/Finca-Manzanos-Rioja-Reserva-Especial
Plantagenet Mt Barker Shiraz 2016,14.5,2016,75.0,Australia,Red,29.99,45,4.4,https://www.virginwines.co.uk/wine/Z31847100089/Plantagenet-Mt-Barker-Shiraz
Fernando de Castilla Classic Amontillado NV,17.5,NV,75.0,Spain,Sherry,15.99,26,3.6,https://www.virginwines.co.uk/wine/Z33343100029/Fernando-de-Castilla-Classic-Amontillado
Cloudy Bay Sauvignon Blanc 2021,13.5,2021,75.0,New Zealand,White,25.99,575,4.7,https://www.virginwines.co.uk/wine/Z35099101524/Cloudy-Bay-Sauvignon-Blanc
Chateau du Seuil Bordeaux Rose 2021,12.5,2021,75.0,France,Rosé,11.99,199,4.1,https://www.virginwines.co.uk/wine/Z34683100783/Chateau-du-Seuil-Bordeaux-Rose
Chateau Musar Jeune Red 2019,13.5,2019,75.0,Lebanon,Red,13.99,234,4.0,https://www.virginwines.co.uk/wine/Z36778101961/Chateau-Musar-Jeune-Red
Schola Sarmenti Nauna IGT Salento 2018,16.0,2018,75.0,Italy,Red,22.99,96,4.8,https://www.virginwines.co.uk/wine/Z37107102454/Schola-Sarmenti-Nauna-IGT-Salento
Vat 27 Reserve Cabernet Sauvignon Merlot 2020,13.5,2020,75.0,Australia,Red,12.99,3343,4.4,https://www.virginwines.co.uk/wine/Z36832102291/Vat-27-Reserve-Cabernet-Sauvignon-Merlot-Z36832102291
Champagne Bollinger Rose NV,12.0,NV,75.0,France,Sparkling,56.5,12,4.8,https://www.virginwines.co.uk/wine/Z37130100003/Champagne-Bollinger-Rose-Z37130100003
Finca Manzanos Seleccion de la Familia Rioja Crianza 2018,13.5,2018,75.0,Spain,Red,13.99,211,4.1,https://www.virginwines.co.uk/wine/Z36164101434/Finca-Manzanos-Seleccion-de-la-Familia-Rioja-Crianza
Cuvee des Galets d’Estezargues 2019,15.0,2019,75.0,France,Red,10.99,126,4.0,https://www.virginwines.co.uk/wine/Z35444101112/Cuvee-des-Galets-dEstezargues
Domaine Baumard Carte Turquoise Cremant de Loire NV,12.5,NV,75.0,France,Sparkling,16.99,103,4.2,https://www.virginwines.co.uk/wine/Z36159101434/Domaine-Baumard-Carte-Turquoise-Cremant-de-Loire
Louis Moreau Chablis 1er Cru Vaulignot 2019,12.5,2019,75.0,France,White,24.99,174,4.4,https://www.virginwines.co.uk/wine/Z37134102468/Louis-Moreau-Chablis-1er-Cru-Vaulignot-Z37134102468
Perdeberg Winery Vineyard Collection Cinsault 2015,14.0,2015,75.0,South Africa,Red,9.99,92,3.6,https://www.virginwines.co.uk/wine/Z37527100009/Perdeberg-Winery-Vineyard-Collection-Cinsault
Baciato Negroamaro Primitivo 2021,13.0,2021,75.0,Italy,Red,10.99,1104,4.1,https://www.virginwines.co.uk/wine/Z37465102461/Baciato-Negroamaro-Primitivo
Loom Single Vineyard Field Blend 2018,14.0,2018,75.0,Australia,Red,18.49,28,4.6,https://www.virginwines.co.uk/wine/Z37607102291/Loom-Single-Vineyard-Field-Blend
El Zumbido Garnacha Rosado 2021,13.5,2021,75.0,Spain,Rosé,9.99,764,3.9,https://www.virginwines.co.uk/wine/Z37555102647/El-Zumbido-Garnacha-Rosado
El Zumbido Garnacha Syrah 2020,14.5,2020,75.0,Spain,Red,9.99,1708,4.0,https://www.virginwines.co.uk/wine/Z37556102647/El-Zumbido-Garnacha-Syrah
Il Colmo Prosecco Brut NV,11.5,NV,75.0,Italy,Sparkling,14.99,2042,4.4,https://www.virginwines.co.uk/wine/Z37622102461/Il-Colmo-Prosecco-Brut
Chateau Dereszla Tokaji Dry 2020,11.5,2020,75.0,Hungary,White,13.99,49,4.2,https://www.virginwines.co.uk/wine/Z37626102128/Chateau-Dereszla-Tokaji-Dry
Chateau Dereszla Tokaji Aszu 5 Puttonyos 2016,10.5,2016,50.0,Hungary,Dessert,32.49,32,4.7,https://www.virginwines.co.uk/wine/Z37628102128/Chateau-Dereszla-Tokaji-Aszu-5-Puttonyos
Patto Catarratto 2019,12.0,2019,75.0,Italy,White,9.99,464,3.8,https://www.virginwines.co.uk/wine/Z37635101434/Patto-Catarratto
Strout Road Vintners White Blend 2021,12.5,2021,75.0,Australia,White,10.99,1136,4.0,https://www.virginwines.co.uk/wine/Z37643102291/Strout-Road-Vintners-White-Blend
Targa Rioja Garnacha 2020,14.0,2020,75.0,Spain,Red,14.99,326,4.1,https://www.virginwines.co.uk/wine/Z37646101434/Targa-Rioja-Garnacha
Targa Rioja Graciano 2021,13.5,2021,75.0,Spain,Red,14.99,340,4.2,https://www.virginwines.co.uk/wine/Z37647101434/Targa-Rioja-Graciano
Targa Rioja Tempranillo 2020,13.5,2020,75.0,Spain,Red,14.99,366,4.2,https://www.virginwines.co.uk/wine/Z37648101434/Targa-Rioja-Tempranillo
Champagne Gremillet Brut Blanc de Blancs NV,12.0,NV,75.0,France,Sparkling,33.99,23,4.4,https://www.virginwines.co.uk/wine/Z37654100020/Champagne-Gremillet-Brut-Blanc-de-Blancs
The Bolney Estate Bolney Bubbly Brut NV,12.5,NV,75.0,England,Sparkling,25.99,87,4.5,https://www.virginwines.co.uk/wine/Z42219102155/The-Bolney-Estate-Bolney-Bubbly-Brut-Z42219102155
Domaine Baumard Cremant de Loire Carte Corail Rose NV,12.5,NV,75.0,France,Sparkling,17.99,58,4.0,https://www.virginwines.co.uk/wine/Z37669101434/Domaine-Baumard-Cremant-de-Loire-Carte-Corail-Rose
Anello Piemonte DOC Barbera 2019,13.5,2019,75.0,Italy,Red,9.99,1294,3.9,https://www.virginwines.co.uk/wine/Z37678100029/Anello-Piemonte-DOC-Barbera
Domaine Denis Jamain Les Fossiles Reuilly Sauvignon Blanc 2019,13.0,2019,75.0,France,White,16.99,31,4.2,https://www.virginwines.co.uk/wine/Z37682101935/Domaine-Denis-Jamain-Les-Fossiles-Reuilly-Sauvignon-Blanc
Chateau de Gayon Madiran dou Barrinquet 2009,14.5,2009,75.0,France,Red,31.99,11,4.5,https://www.virginwines.co.uk/wine/Z37729102768/Chateau-de-Gayon-Madiran-dou-Barrinquet
Lenne Pinot Noir 2020,13.0,2020,75.0,Germany,Red,12.99,173,4.0,https://www.virginwines.co.uk/wine/Z37742102638/Lenne-Pinot-Noir
Jean Stodden J Spatburgunder 2018,12.5,2018,75.0,Germany,Red,22.99,38,4.2,https://www.virginwines.co.uk/wine/Z37741102638/Jean-Stodden-J-Spatburgunder
Domaine Baumard Coteaux du Layon Carte d'Or 2018,12.0,2018,37.5,France,Dessert,11.99,29,4.1,https://www.virginwines.co.uk/wine/Z37668101434/Domaine-Baumard-Coteaux-du-Layon-Carte-dOr
Riecine La Gioia 2017,14.0,2017,75.0,Italy,Red,49.0,3,4.7,https://www.virginwines.co.uk/wine/Z38020101434/Riecine-La-Gioia
Champagne Vilmart Grande Reserve Brut Premier Cru NV,12.5,NV,75.0,France,Sparkling,36.99,64,4.5,https://www.virginwines.co.uk/wine/Z33358100834/Champagne-Vilmart-Grande-Reserve-Brut-Premier-Cru
The Black Pig The Prize McLaren Vale Shiraz Magnum 2019,14.5,2019,150.0,Australia,Red,44.99,1250,4.7,https://www.virginwines.co.uk/wine/Z38003102291/The-Black-Pig-The-Prize-McLaren-Vale-Shiraz-Magnum-Z38003102291
T918 Single Site Sauvignon Blanc 2021,13.5,2021,75.0,South Africa,White,10.99,1334,4.1,https://www.virginwines.co.uk/wine/Z38033101414/T918-Single-Site-Sauvignon-Blanc
Urla Nero d'Avola Urla Karasi 2018,14.5,2018,75.0,Turkey,Red,29.99,24,4.2,https://www.virginwines.co.uk/wine/Z37672102803/Urla-Nero-dAvola-Urla-Karasi
Lergenmuller Saigner Rose Trocken 2020,12.5,2020,75.0,Germany,Rosé,13.99,124,4.3,https://www.virginwines.co.uk/wine/Z38633102465/Lergenmuller-Saigner-Rose-Trocken
Ardido Vinho Verde DOC 2020,12.0,2020,75.0,Portugal,White,11.99,414,4.0,https://www.virginwines.co.uk/wine/Z39006101434/Ardido-Vinho-Verde-DOC
Tall Gum Shiraz Cabernet 2021,14.0,2021,75.0,Australia,Red,11.99,1395,4.2,https://www.virginwines.co.uk/wine/Z39845101414/Tall-Gum-Shiraz-Cabernet
Billy Bosch Pinotage Shiraz 2021,12.5,2021,75.0,South Africa,Red,10.99,762,4.2,https://www.virginwines.co.uk/wine/Z39806100009/Billy-Bosch-Pinotage-Shiraz
L'Ornato Bianco 2020,13.0,2020,75.0,Italy,White,16.99,137,4.4,https://www.virginwines.co.uk/wine/Z41026101434/LOrnato-Bianco
