,name,wine_type,country,year,price,scaledprice,score,num_review,abv,size(cL),age,logprice
399,Schnaitmann Simonroth Lemberger 2018,Red,Germany,2018,26.99,26.99,0.0,5,13.0,75.0,4.0,1.4312028845565166
400,Pablo Claro Tempranillo 2020,Red,Spain,2020,10.99,10.99,4.0,188,14.0,75.0,2.0,1.0409976924234905
401,Heranca Ruby Port NV,Fortified,Portugal,Non Vintage,17.99,17.99,4.3,134,20.0,75.0,,1.2550311633455513
402,Locos Muertos by Seb De Martino 2021,Red,Chile,2021,14.99,14.99,4.2,503,14.0,75.0,1.0,1.1758016328482794
403,Penombre Blanc 2020,White,France,2020,12.99,12.99,4.2,206,12.5,75.0,2.0,1.113609151073028
404,Capcanes Sense Cap 2019,Red,Spain,2019,12.99,12.99,4.0,92,14.0,75.0,3.0,1.113609151073028
405,Capcanes La Nit de les Garnatxes Clay 2018,Red,Spain,2018,16.99,16.99,4.4,39,14.5,75.0,4.0,1.2301933788690456
406,Capcanes La Nit de les Garnatxes Limestone 2018,Red,Spain,2018,16.99,16.99,4.4,35,14.5,75.0,4.0,1.2301933788690456
407,Lianto Primitivo 2019,Red,Italy,2019,11.99,11.99,4.1,126,13.0,75.0,3.0,1.0788191830988487
408,Paul Hobbs Napa Valley Crossbarn Cabernet Sauvignon 2018,Red,USA,2018,45.99,45.99,0.0,1,15.0,75.0,4.0,1.6626634095740376
409,Las Campanas Seleccion Especial 2018,Red,Spain,2018,13.99,13.99,4.0,230,13.5,75.0,4.0,1.1458177144918276
410,Les Hautes Terrasses Cotes du Rhone 2020,Red,France,2020,11.99,11.99,4.1,679,14.0,75.0,2.0,1.0788191830988487
411,5OS Project McLaren Vale Shiraz Touriga 2018,Red,Australia,2018,19.99,19.99,4.5,33,14.5,75.0,4.0,1.300812794118117
412,Bodegas Hidalgo Napolean Amontillado Seco NV,Sherry,Spain,Non Vintage,13.99,20.985,3.1,9,17.5,50.0,,1.321908973547509
413,Ulrich Langguth Riesling Spatlese Piesporter Goldtropfchen 2018,White,Germany,2018,19.99,19.99,4.3,32,9.0,75.0,4.0,1.300812794118117
414,VAT 52 Reserve Barossa Valley Shiraz 2022,Red,Australia,2022,19.99,19.99,4.6,506,14.5,75.0,0.0,1.300812794118117
415,Trabajemos Organic Tempranillo 2020,Red,Spain,2020,14.99,14.99,4.2,789,13.5,75.0,2.0,1.1758016328482794
416,Trabajemos Organic Mezcla Tinta 2020,Red,Spain,2020,12.99,12.99,4.0,322,13.5,75.0,2.0,1.113609151073028
417,Domaine de L'Ermitage Menetou Salon Blanc 2020,White,France,2020,16.99,16.99,4.1,28,14.0,75.0,2.0,1.2301933788690456
418,Les Arbousiers Reserve Pinot Noir Rose Magnum 2018,Rose,France,2018,24.99,12.495,4.2,38,13.0,150.0,4.0,1.0967362604624689
419,Vigne Sannite Greco 2020,White,Italy,2020,11.99,11.99,4.1,34,12.0,75.0,2.0,1.0788191830988487
420,Cuvee de L'Aubade Cotes de Provence 2021,Rose,France,2021,13.99,13.99,4.5,289,13.0,75.0,1.0,1.1458177144918276
421,Florel Reserve Malbec 2021,Red,Argentina,2021,11.99,11.99,4.2,1249,14.0,75.0,1.0,1.0788191830988487
422,Lof Cabernet Sauvignon 2018,Red,Chile,2018,17.99,17.99,4.4,20,13.0,75.0,4.0,1.2550311633455513
423,Altolandon Mil Historias Organic Syrah 2019,Red,Spain,2019,13.99,13.99,4.0,25,14.0,75.0,3.0,1.1458177144918276
424,Bodegas Amaren Rioja Reserva 2010,Red,Spain,2010,35.99,35.99,4.7,23,14.5,75.0,12.0,1.5561818466529111
425,De Martino Niebla Chardonnay 2020,White,Chile,2020,13.99,13.99,3.9,86,13.0,75.0,2.0,1.1458177144918276
426,Perez Cruz Syrah Reserva Limited Edition 2019,Red,Chile,2019,17.99,17.99,4.4,141,14.5,75.0,3.0,1.2550311633455513
427,Perez Cruz Liguai 2018,Red,Chile,2018,28.99,28.99,4.7,101,14.5,75.0,4.0,1.4622482153549974
428,Veuve Clicquot Ponsardin Vintage Brut 2012,Sparkling,France,2012,63.99,63.99,5.0,10,12.0,75.0,10.0,1.8061121101690911
429,Finca Los Principes Rioja Reserva 2016,Red,Spain,2016,15.99,15.99,4.3,185,13.5,75.0,6.0,1.2038484637462348
430,Le Zeitgeist Malbec 2021,Red,France,2021,9.99,9.99,4.0,196,13.0,75.0,1.0,0.9995654882259823
431,El Cabanero Garnacha Rosado Magnum 2018,Rose,Spain,2018,19.99,9.995,4.1,75,11.5,150.0,4.0,0.9997827984541358
432,Casal Sobreiro Tinto NV,Red,Portugal,Non Vintage,9.99,9.99,4.0,734,13.0,75.0,,0.9995654882259823
433,Bastions V Merlot 2021,Red,South Africa,2021,11.99,11.99,4.0,233,14.0,75.0,1.0,1.0788191830988487
434,L'Emigre Blanc 2020,White,France,2020,15.99,15.99,4.0,403,13.0,75.0,2.0,1.2038484637462348
435,Champagne Gaston Declos Brut NV,Sparkling,France,Non Vintage,32.99,32.99,4.3,456,12.0,75.0,,1.518382315545344
436,Astro Costera Cabernet Sauvignon 2021,Red,Chile,2021,10.99,10.99,4.1,439,13.0,75.0,1.0,1.0409976924234905
437,Black Flag Winemakers McLaren Vale Durif Blend 2016,Red,Australia,2016,16.99,16.99,4.3,81,14.5,75.0,6.0,1.2301933788690456
438,Clos du Gaimont Vouvray Sec 2020,White,France,2020,14.99,14.99,4.1,167,14.0,75.0,2.0,1.1758016328482794
439,The Intrepid Bear 'Brown Bear' Reserve Pinot Noir 2020,Red,USA,2020,11.99,11.99,3.9,2715,13.5,75.0,2.0,1.0788191830988487
440,The Black Pig The Prize Chardonnay 2021,White,Australia,2021,19.99,19.99,4.4,1209,13.0,75.0,1.0,1.300812794118117
441,De Martino Single Vineyard Las Cruces 2018,Red,Chile,2018,29.99,29.99,4.4,19,13.5,75.0,4.0,1.476976465759527
442,Thistledown Thorny Devil Barossa Valley Old Vine Grenache 2020,Red,Australia,2020,16.99,16.99,4.5,29,14.5,75.0,2.0,1.2301933788690456
443,Thistledown Suilven Adelaide Hills Chardonnay 2018,White,Australia,2018,41.99,41.99,0.0,2,12.5,75.0,4.0,1.6231458746379397
444,Monos Locos Cabernet Sauvignon 2021,Red,Chile,2021,9.99,9.99,4.0,491,13.0,75.0,1.0,0.9995654882259823
445,Uggiano Lucere Chianti DOCG 2020,Red,Italy,2020,11.99,11.99,3.9,249,13.0,75.0,2.0,1.0788191830988487
446,Cederberg Sauvignon Blanc 2020,White,South Africa,2020,14.99,14.99,4.2,72,13.0,75.0,2.0,1.1758016328482794
447,Capcanes Cabrida Garnacha 2016,Red,Spain,2016,32.99,32.99,3.5,6,15.0,75.0,6.0,1.518382315545344
448,Finca Los Principes La Canada Rioja 2019,Red,Spain,2019,10.99,10.99,4.1,502,13.5,75.0,3.0,1.0409976924234905
449,Johner Gladstone Sauvignon Blanc 2020,White,New Zealand,2020,19.99,19.99,4.4,35,13.0,75.0,2.0,1.300812794118117
450,Cirque de Navacelles Reserve d'Heric 2020,Red,France,2020,9.99,9.99,4.0,960,14.0,75.0,2.0,0.9995654882259823
451,5OS Project McLaren Vale Grenache 2018,Red,Australia,2018,15.99,15.99,4.6,27,14.0,75.0,4.0,1.2038484637462348
452,Du Clos Rocher de Vierge Vieilles Vignes 2019,Red,France,2019,13.99,13.99,3.8,330,14.0,75.0,3.0,1.1458177144918276
453,Champagne Vilmart Grand Cellier d'Or 2015,Sparkling,France,2015,59.99,59.99,0.0,4,12.5,75.0,7.0,1.778078861937455
454,Magnifica Coteaux du Languedoc 2020,Red,France,2020,12.99,12.99,3.8,289,14.0,75.0,2.0,1.113609151073028
455,Riecine Chianti Classico 2018,Red,Italy,2018,22.99,22.99,3.9,21,14.0,75.0,4.0,1.361538971269279
456,Finca Los Principes El Rihuelo Rioja 2019,Red,Spain,2019,12.99,12.99,4.2,1394,13.5,75.0,3.0,1.113609151073028
457,Les Arbousiers Syrah Grenache 2020,Red,France,2020,9.99,9.99,4.1,435,13.5,75.0,2.0,0.9995654882259823
458,5OS Project Sagrantino 2017,Red,Australia,2017,13.99,13.99,3.9,9,14.0,75.0,5.0,1.1458177144918276
459,Belmonte Marlborough Albarino 2020,White,New Zealand,2020,15.99,15.99,4.3,44,13.0,75.0,2.0,1.2038484637462348
460,Mountain View Marlborough Rose 2020,Rose,New Zealand,2020,13.99,13.99,4.2,90,9.5,75.0,2.0,1.1458177144918276
461,Domaine de la Berthete Clement V Cotes du Rhone 2020,Red,France,2020,13.99,13.99,4.1,192,14.5,75.0,2.0,1.1458177144918276
462,Thistledown Vagabond McLaren Vale Old Vine Grenache 2019,Red,Australia,2019,19.99,19.99,0.0,4,14.5,75.0,3.0,1.300812794118117
463,Finca Manzanos Rioja Rosado 2020,Rose,Spain,2020,11.99,11.99,4.0,171,13.0,75.0,2.0,1.0788191830988487
464,Domaine la Cabotte Cotes du Rhone Villages Massif d'Uchaux 2019,Red,France,2019,13.99,13.99,3.5,12,14.0,75.0,3.0,1.1458177144918276
465,De Martino Lote 25 Maipo Valley Cabernet Sauvignon 2019,Red,Chile,2019,10.99,10.99,4.1,81,13.5,75.0,3.0,1.0409976924234905
466,De Martino Lote 96 Maipo Valley Carmenere 2019,Red,Chile,2019,10.99,10.99,4.1,109,13.5,75.0,3.0,1.0409976924234905
467,De Martino Lote 02 Limari Valley Pinot Noir 2020,Red,Chile,2020,10.99,10.99,3.9,106,13.5,75.0,2.0,1.0409976924234905
468,De Martino Single Vineyard La Cancha 2016,Red,Chile,2016,24.99,24.99,0.0,5,13.0,75.0,6.0,1.39776625612645
469,Reino de Altuzarra Navarra Crianza 2018,Red,Spain,2018,11.99,11.99,4.1,332,13.5,75.0,4.0,1.0788191830988487
470,De Martino Lote 03 Limari Valley Chardonnay 2018,White,Chile,2018,10.99,10.99,3.8,84,13.5,75.0,4.0,1.0409976924234905
471,De Martino Viejas Tinajas Cinsault 2018,Red,Chile,2018,15.99,15.99,3.2,16,12.5,75.0,4.0,1.2038484637462348
472,Trimbach Pinot Noir Reserve 2020,Red,France,2020,18.99,18.99,4.3,43,14.0,75.0,2.0,1.2785249647370176
473,Kuehn Alsace Muscat 2019,White,France,2019,13.99,13.99,4.1,57,12.5,75.0,3.0,1.1458177144918276
474,Trimbach Riesling 2018,White,France,2018,16.99,16.99,4.1,57,13.0,75.0,4.0,1.2301933788690456
475,Brio Montepulciano d'Abruzzo 2021,Red,Italy,2021,10.99,10.99,3.8,1702,12.5,75.0,1.0,1.0409976924234905
476,Senorio de Algas Gran Reserva 2015,Red,Spain,2015,11.99,11.99,4.0,1516,13.5,75.0,7.0,1.0788191830988487
477,Torre Aguila Gran Reserva 2015,Red,Spain,2015,12.99,12.99,3.9,2821,13.5,75.0,7.0,1.113609151073028
478,Kirriemuir Semillon Chardonnay 2021,White,Australia,2021,10.99,10.99,3.9,966,12.0,75.0,1.0,1.0409976924234905
479,Pieropan La Rocca Soave Classico 2019,White,Italy,2019,33.99,33.99,0.0,5,13.0,75.0,3.0,1.5313511645830598
480,Pablo Claro Garnacha 2020,Red,Spain,2020,10.99,10.99,3.9,91,13.5,75.0,2.0,1.0409976924234905
481,Clos de St Felix Cuvee Sauvage 2020,Red,France,2020,12.99,12.99,4.0,491,14.0,75.0,2.0,1.113609151073028
482,Perez Cruz Limited Edition Carmenere 2019,Red,Chile,2019,17.99,17.99,4.5,230,14.0,75.0,3.0,1.2550311633455513
483,Le Fils Prodigue Carmenere Cabernet Sauvignon Graves AOC 2016,Red,France,2016,29.99,29.99,4.6,13,13.5,75.0,6.0,1.476976465759527
484,Just the Juice Dry Riesling 2020,White,Germany,2020,13.99,13.99,4.1,246,13.5,75.0,2.0,1.1458177144918276
485,Marchesi di Gresy Martinenga Barbaresco DOCG 2016,Red,Italy,2016,59.99,59.99,0.0,5,14.5,75.0,6.0,1.778078861937455
486,Corvezzo Prosecco DOC Treviso Organic Extra Dry NV,Sparkling,Italy,Non Vintage,14.99,14.99,4.4,207,11.5,75.0,,1.1758016328482794
487,Domaine Michel Girard Sancerre Rouge 2020,Red,France,2020,19.99,19.99,4.2,105,13.5,75.0,2.0,1.300812794118117
488,Ca' de Monaci Lambrusco Salamino DOC NV,Sparkling,Italy,Non Vintage,9.99,9.99,4.1,62,8.0,75.0,,0.9995654882259823
489,Pizo Crianza 2018,Red,Spain,2018,11.99,11.99,4.1,1099,13.5,75.0,4.0,1.0788191830988487
490,Aguila Chillando Garnacha Tempranillo 2020,Red,Spain,2020,9.99,9.99,4.0,1698,14.0,75.0,2.0,0.9995654882259823
491,Brio Soave DOC 2020,White,Italy,2020,9.99,9.99,3.9,1368,11.5,75.0,2.0,0.9995654882259823
492,Pizo Gran Reserva 2015,Red,Spain,2015,13.99,13.99,4.2,1722,13.5,75.0,7.0,1.1458177144918276
493,Reino de Altuzarra Navarra Reserva 2013,Red,Spain,2013,14.99,14.99,4.1,555,13.5,75.0,9.0,1.1758016328482794
494,Bastions V Sauvignon Blanc 2021,White,South Africa,2021,10.99,10.99,4.1,827,13.0,75.0,1.0,1.0409976924234905
495,Bastions V Semillon 2021,White,South Africa,2021,10.99,10.99,4.1,696,13.0,75.0,1.0,1.0409976924234905
496,Juan de Juanes Garnacha Tempranillo Syrah 2020,Red,Spain,2020,9.99,9.99,4.0,1001,13.5,75.0,2.0,0.9995654882259823
497,Aguila Chillando Garnacha 2020,Red,Spain,2020,9.99,9.99,4.0,1114,14.5,75.0,2.0,0.9995654882259823
498,Finca Los Principes Rioja Crianza 2018,Red,Spain,2018,12.99,12.99,4.1,101,13.5,75.0,4.0,1.113609151073028
499,Billy Bosch Western Cape Reserve Shiraz 2021,Red,South Africa,2021,10.99,10.99,4.3,2402,14.5,75.0,1.0,1.0409976924234905
500,Billy Bosch Reserve Sauvignon Blanc 2021,White,South Africa,2021,10.99,10.99,4.2,1729,13.0,75.0,1.0,1.0409976924234905
501,Tenuta Olim Bauda Barbera d'Asti Superiore DOC Nizza 2016,Red,Italy,2016,32.99,32.99,4.5,56,15.0,75.0,6.0,1.518382315545344
502,Tenuta Olim Bauda Gavi di Gavi 2020,White,Italy,2020,17.99,17.99,4.3,133,13.5,75.0,2.0,1.2550311633455513
503,Albacore Longfin Shiraz 2019,Red,Australia,2019,19.99,19.99,4.5,2258,14.5,75.0,3.0,1.300812794118117
504,Legado del Fraile Albarino 2020,White,Spain,2020,15.99,15.99,4.2,131,13.0,75.0,2.0,1.2038484637462348
505,Chateau Lauzanet Bordeaux Rouge 2019,Red,France,2019,13.99,13.99,4.1,170,14.5,75.0,3.0,1.1458177144918276
506,Bodegas Amaren Angeles de Amaren Rioja 2015,Red,Spain,2015,23.99,23.99,4.4,53,14.5,75.0,7.0,1.3800302479678306
507,Bodegas Amaren Rioja Blanco 2018,White,Spain,2018,18.99,18.99,4.0,15,14.5,75.0,4.0,1.2785249647370176
508,Cascina Adelaide Barolo DOCG Baudana 2017,Red,Italy,2017,54.99,54.99,4.5,6,14.5,75.0,5.0,1.7402837196818792
509,Nu Allonge Cava Brut NV,Sparkling,Spain,Non Vintage,12.99,12.99,4.2,188,11.5,75.0,,1.113609151073028
510,Billy Bosch Bush Vine Chenin Blanc 2021,White,South Africa,2021,9.99,9.99,4.2,940,12.5,75.0,1.0,0.9995654882259823
511,Domaine Billaud-Simon Chablis 2019,White,France,2019,26.99,26.99,4.2,25,13.0,75.0,3.0,1.4312028845565166
512,Walnut Block Marlborough Pinot Noir 2019,Red,New Zealand,2019,22.0,22.0,4.3,40,13.5,75.0,3.0,1.3424226808222062
513,Walnut Block Marlborough Sauvignon Blanc 2020,White,New Zealand,2020,14.99,14.99,4.3,263,13.0,75.0,2.0,1.1758016328482794
514,Kurt Angerer Donatus Riesling 2017,White,Austria,2017,19.99,19.99,3.8,10,13.5,75.0,5.0,1.300812794118117
515,Heranca Late bottled Vintage Port 2016,Fortified,Portugal,2016,19.99,19.99,4.4,140,20.0,75.0,6.0,1.300812794118117
516,Cascina Adelaide Langhe DOC Nebbiolo 2019,Red,Italy,2019,19.99,19.99,3.8,31,13.0,75.0,3.0,1.300812794118117
517,Vigne Sannite Falanghina 2020,White,Italy,2020,11.99,11.99,4.0,167,12.5,75.0,2.0,1.0788191830988487
518,Capcanes Kosher Peraj Petita 2021,Red,Spain,2021,16.99,16.99,4.2,29,14.5,75.0,1.0,1.2301933788690456
519,Chateau Connetable Talbot Saint-Julien 2017,Red,France,2017,35.0,35.0,4.5,16,13.5,75.0,5.0,1.5440680443502757
520,Chateau Dame de Montrose Saint-Estephe 2017,Red,France,2017,50.0,50.0,0.0,4,13.5,75.0,5.0,1.6989700043360187
521,Domaine Auvigue Pouilly Fuisse Solture 2020,White,France,2020,24.99,24.99,4.2,49,13.5,75.0,2.0,1.39776625612645
522,La Novena Garnacha 2021,Red,Spain,2021,9.99,9.99,4.0,1789,14.5,75.0,1.0,0.9995654882259823
523,Heinrichshof Sonnenuhr Trocken Riesling Mosel 2020,White,Germany,2020,16.99,16.99,4.4,31,12.5,75.0,2.0,1.2301933788690456
524,5OS Project Samurai Pig Shiraz 2019,Red,Australia,2019,19.99,19.99,4.6,370,14.5,75.0,3.0,1.300812794118117
525,Perez Cruz Cot Limited Edition 2019,Red,Chile,2019,16.99,16.99,4.4,260,14.0,75.0,3.0,1.2301933788690456
526,Champagne Veuve Clicquot Brut Rose NV,Sparkling,France,Non Vintage,54.99,54.99,4.8,12,12.0,75.0,,1.7402837196818792
527,Bizios Nemea Agiortiko 2016,Red,Greece,2016,27.99,27.99,4.5,28,14.0,75.0,6.0,1.4470028984661623
528,Domeco de Jarauta Black Label Rioja 2014,Red,Spain,2014,34.99,34.99,4.7,81,14.0,75.0,8.0,1.5439439424829065
529,De Martino Niebla Casablanca Sauvignon Blanc 2020,White,Chile,2020,13.99,13.99,3.9,260,13.0,75.0,2.0,1.1458177144918276
530,Les Trois Cles Reserve 2020,Red,France,2020,11.99,11.99,4.1,846,13.0,75.0,2.0,1.0788191830988487
531,Champagne Louis Roederer Cristal 2014,Sparkling,France,2014,255.0,255.0,4.3,41,12.0,75.0,8.0,2.406540180433955
532,Beneficio Cellar Reserve Shiraz 2021,Red,Australia,2021,12.99,12.99,4.5,3494,14.0,75.0,1.0,1.113609151073028
533,Cascina Adelaide Barolo DOCG Cannubi 2016,Red,Italy,2016,59.99,59.99,4.3,11,14.5,75.0,6.0,1.778078861937455
534,Chateau du Seuil Graves Rouge 2017,Red,France,2017,15.99,15.99,3.9,249,13.0,75.0,5.0,1.2038484637462348
535,Dragon Hills Syrah 2020,Red,Romania,2020,9.99,9.99,3.9,3443,13.5,75.0,2.0,0.9995654882259823
536,Champagne Moet & Chandon Brut Rose NV,Sparkling,France,Non Vintage,49.99,49.99,4.7,34,12.5,75.0,,1.6988831367525903
537,Thomas Losen Edition Riesling On Slate 2020,White,Germany,2020,12.99,12.99,4.2,246,11.0,75.0,2.0,1.113609151073028
538,Fernando de Castilla Antique Pedro Ximenez NV,Sherry,Spain,Non Vintage,34.99,52.485,4.6,20,15.0,50.0,,1.7200352015385876
539,Grand Livre Reserve 2020,Red,France,2020,12.99,12.99,3.9,515,14.0,75.0,2.0,1.113609151073028
540,Kuehn Cremant d'Alsace Brut Cuvee Prestige NV,Sparkling,France,Non Vintage,13.99,13.99,4.4,242,11.5,75.0,,1.1458177144918276
541,Les Arbousiers Coteaux du Languedoc 2020,Red,France,2020,11.99,11.99,4.0,1145,13.5,75.0,2.0,1.0788191830988487
542,Heritage du Seuil 2015,Red,France,2015,32.99,32.99,4.3,21,13.5,75.0,7.0,1.518382315545344
543,Les Arbousiers Reserve Sauvignon Blanc 2021,White,France,2021,10.99,10.99,4.1,2285,12.0,75.0,1.0,1.0409976924234905
544,Elisa Gavi 2020,White,Italy,2020,12.99,12.99,4.1,672,12.5,75.0,2.0,1.113609151073028
545,Woolundry Road Sparkling South Australian Chardonnay Pinot Noir Brut NV,Sparkling,Australia,Non Vintage,14.99,14.99,4.3,380,12.0,75.0,,1.1758016328482794
546,Vina Ecoyen Reserva 2016,Red,Spain,2016,9.99,9.99,3.9,2712,14.5,75.0,6.0,0.9995654882259823
547,Pizo Syrah 2020,Red,Spain,2020,9.99,9.99,4.1,2168,14.0,75.0,2.0,0.9995654882259823
548,Tenuta Olim Bauda Barbera d'Asti DOCG La Villa 2020,Red,Italy,2020,14.99,14.99,4.2,143,14.5,75.0,2.0,1.1758016328482794
549,Soaring Kite Adelaide Hills Shiraz 2016,Red,Australia,2016,13.99,13.99,4.0,180,14.5,75.0,6.0,1.1458177144918276
550,Musella Valpolicella Superiore Ripasso 2017,Red,Italy,2017,21.99,21.99,4.3,141,14.0,75.0,5.0,1.3422252293607904
551,Cave de Turckheim Gewurztraminer Sables et Galets 2019,White,France,2019,15.99,15.99,4.2,168,14.0,75.0,3.0,1.2038484637462348
552,Chateau Moulin du Terrier Bordeaux Rouge 2018,Red,France,2018,12.99,12.99,4.1,276,14.0,75.0,4.0,1.113609151073028
553,Clos des Cordeliers Saumur Champigny Cuvee Tradition 2018,Red,France,2018,13.99,13.99,4.2,55,13.0,75.0,4.0,1.1458177144918276
554,Coyam 2019,Red,Chile,2019,21.99,21.99,4.6,225,14.0,75.0,3.0,1.3422252293607904
555,Cloudy Bay Pelorus NV,Sparkling,New Zealand,Non Vintage,26.99,26.99,4.2,165,12.0,75.0,,1.4312028845565166
556,16 Little Black Pigs Chardonnay 2021,White,Australia,2021,10.99,10.99,4.3,2086,12.5,75.0,1.0,1.0409976924234905
557,5OS Project McLaren Vale Barbera 2018,Red,Australia,2018,16.99,16.99,4.3,115,14.0,75.0,4.0,1.2301933788690456
558,Araldica Moscato d'Asti 2020,Sparkling,Italy,2020,9.99,9.99,4.2,281,5.0,75.0,2.0,0.9995654882259823
559,Bastions V Bush Vine Chenin Blanc 2021,White,South Africa,2021,10.99,10.99,4.0,1325,12.5,75.0,1.0,1.0409976924234905
560,Ca' Vegar Custoza DOC 2020,White,Italy,2020,12.99,12.99,4.0,1042,12.5,75.0,2.0,1.113609151073028
561,Blackfoot Daisy Merlot 2020,Red,Australia,2020,10.99,10.99,4.1,2338,14.0,75.0,2.0,1.0409976924234905
562,Le Sanglier Sauvage 2018,Red,France,2018,12.99,12.99,4.1,701,13.5,75.0,4.0,1.113609151073028
563,La Dama Amarone della Valpolicella Classico 2017,Red,Italy,2017,33.99,33.99,4.3,71,16.5,75.0,5.0,1.5313511645830598
564,Finca Manzanos Voche Reserva 2015,White,Spain,2015,18.99,18.99,3.9,107,13.0,75.0,7.0,1.2785249647370176
565,Hummingbird Sauvignon Blanc 2021,White,Australia,2021,10.99,10.99,4.2,1940,12.0,75.0,1.0,1.0409976924234905
566,Solpiantez Spumante Brut Millesimato 2020,Sparkling,Italy,2020,10.99,10.99,4.3,1987,11.5,75.0,2.0,1.0409976924234905
567,Silenus Reserve Coonawarra Cabernet Sauvignon 2017,Red,Australia,2017,10.99,10.99,4.2,1840,14.0,75.0,5.0,1.0409976924234905
568,Pizo Reserva 2017,Red,Spain,2017,12.99,12.99,4.1,1196,13.5,75.0,5.0,1.113609151073028
569,Pouilly Fume Les Loges Pierre Marchand 2020,White,France,2020,16.99,16.99,4.5,340,14.0,75.0,2.0,1.2301933788690456
570,Schola Sarmenti Masserei Rose Nardo DOC 2020,Rose,Italy,2020,11.99,11.99,4.0,54,13.0,75.0,2.0,1.0788191830988487
571,Mezzo SV Shiraz Mataro 2015,Red,Australia,2015,11.99,11.99,3.8,53,14.5,75.0,7.0,1.0788191830988487
572,Domaine Chante Cigale Chateauneuf-du-Pape Blanc 2020,White,France,2020,24.99,24.99,4.4,104,14.0,75.0,2.0,1.39776625612645
573,Vat 71 Reserve Shiraz 2020,Red,Australia,2020,12.99,12.99,4.5,3137,14.0,75.0,2.0,1.113609151073028
574,Conte di Campiano Sangiovese Rubicone IGT 2019,Red,Italy,2019,11.99,11.99,4.2,1241,13.5,75.0,3.0,1.0788191830988487
575,Bodegas Hidalgo La Gitana Manzanilla NV,Sherry,Spain,Non Vintage,11.49,11.49,4.0,64,15.0,75.0,,1.0603200286882852
576,Domaine Michel Girard Sancerre Silex 2020,White,France,2020,21.99,21.99,4.4,136,13.5,75.0,2.0,1.3422252293607904
577,The Black Pig Cabernet Sauvignon 2019,Red,Australia,2019,11.99,11.99,4.5,2076,14.0,75.0,3.0,1.0788191830988487
578,Solpiantez Spumante Brut Rose Millesimato 2020,Sparkling,Italy,2020,10.99,10.99,4.2,484,11.5,75.0,2.0,1.0409976924234905
579,Araldica d'Aria Pinot Grigio Rose 2020,Rose,Italy,2020,9.99,9.99,4.0,1049,12.5,75.0,2.0,0.9995654882259823
580,16 Little Black Pigs Shiraz Cabernet 2020,Red,Australia,2020,10.99,10.99,4.5,2985,14.0,75.0,2.0,1.0409976924234905
581,Chateau La Reverance St Emilion Grand Cru 2019,Red,France,2019,27.99,27.99,4.0,21,14.0,75.0,3.0,1.4470028984661623
582,Domaine Michel Girard Sancerre 2020,White,France,2020,19.99,19.99,4.5,543,13.5,75.0,2.0,1.300812794118117
583,Chateau Grand Tayac Margaux 2016,Red,France,2016,32.99,32.99,4.1,27,13.0,75.0,6.0,1.518382315545344
584,Chateau Ka Bekaa Valley Source Blanche 2019,White,Lebanon,2019,13.99,13.99,4.1,106,13.0,75.0,3.0,1.1458177144918276
585,Lof Syrah 2018,Red,Chile,2018,17.99,17.99,3.8,12,13.0,75.0,4.0,1.2550311633455513
586,Chateauneuf-du-Pape Cuvee Speciale 2019,Red,France,2019,21.99,21.99,4.5,672,14.5,75.0,3.0,1.3422252293607904
587,Baron de Boutisse St Emilion Grand Cru 2016,Red,France,2016,19.99,19.99,4.3,58,14.0,75.0,6.0,1.300812794118117
588,Baciato Primitivo 2020,Red,Italy,2020,10.99,10.99,4.1,994,13.0,75.0,2.0,1.0409976924234905
589,Cascina Adelaide Dolcetto di Diano d'Alba DOC Vigna Costa Fiore 2016,Red,Italy,2016,17.99,17.99,4.2,18,14.5,75.0,6.0,1.2550311633455513
590,Champagne Laurent Perrier Magnum NV,Sparkling,France,Non Vintage,87.99,43.995,4.8,17,12.0,150.0,,1.6434033220362334
591,The Sail Shiraz 2020,Red,Australia,2020,10.99,10.99,4.2,2038,14.0,75.0,2.0,1.0409976924234905
592,Taylors Chip Dry White Port NV,Fortified,Portugal,Non Vintage,16.99,16.99,4.1,47,20.0,75.0,,1.2301933788690456
593,Schola Sarmenti Nerio Reserve Nardo DOC 2017,Red,Italy,2017,14.99,14.99,4.6,306,14.0,75.0,5.0,1.1758016328482794
594,Chateau Arnaud de Jacquemeau St Emilion Grand Cru 2018,Red,France,2018,21.99,21.99,4.4,50,15.0,75.0,4.0,1.3422252293607904
595,Domaine de la Semellerie Chinon Rose 2020,Rose,France,2020,11.99,11.99,4.0,66,12.5,75.0,2.0,1.0788191830988487
596,La Dama Valpolicella Classico 2020,Red,Italy,2020,13.99,13.99,3.7,93,12.0,75.0,2.0,1.1458177144918276
597,Big Top White Zinfandel Rose 2020,Rose,USA,2020,10.99,10.99,4.1,820,10.0,75.0,2.0,1.0409976924234905
598,Champagne Bollinger La Grande Annee 2014,Sparkling,France,2014,125.0,125.0,5.0,7,12.0,75.0,8.0,2.0969100130080562
599,Pizo Garnacha 2020,Red,Spain,2020,9.99,9.99,4.1,3447,14.5,75.0,2.0,0.9995654882259823
600,Musella Amarone Riserva 2015,Red,Italy,2015,49.99,49.99,4.6,140,16.0,75.0,7.0,1.6988831367525903
601,Chateau Belair St Georges St Emilion 2015,Red,France,2015,16.99,16.99,4.3,139,13.0,75.0,7.0,1.2301933788690456
602,La Dama Valpolicella Ripasso 2018,Red,Italy,2018,16.99,16.99,4.0,98,14.5,75.0,4.0,1.2301933788690456
